content,channelName,title
乌鲁木齐3月26日电 (胡培根张梅)3月26日，从国网新疆电力有限公司获悉，新疆电网营业区内直供电客户数达1054万户，首次突破千万大关。九成以上客户“线上办电”，用电体验显著提升。从全行业用电客户数来看，新疆第一产业8.65万户、第二产业27.67万户、第三产业94.73万户。从城乡居民生活用电客户数来看，城镇居民435.34万户、乡村居民487.83万户。电力客户总数比2015年末的729万户增加45%，年均增长3.8%。从电量增长来看，新疆电网营业区内2020年用电量1275亿千瓦时，相比2015年用电量790亿千瓦时增加61%，年均增长4.9%。近年来，国网新疆电力有限公司持续加快电网建设，推进城农网改造升级，实施提升“获得电力”水平专项行动，供电保障能力和供电服务水平大幅提升，促进了客户数量和用电规模持续扩大。数据显示，“十三五”期间，新疆电网累计投资735.2亿元，建成“内供四环网、外送四通道”主网架格局，实施新一轮农网改造升级，完成了748个小城镇(中心村)电网改造升级和992个自然村通动力电，供电可靠性、综合电压合格率均得到提升。以农村居民用电为例，国网新疆电力有限公司先后投资312亿元进行农网改造升级，建设农网线路超10万千米，农村户均配变容量2.2千伏安，超过全国平均水平。2020年，新疆农村居民生活用电量达到53.54亿千瓦时，比2015年增长了118%，年均增长率17%。大力推广带电作业，是提升客户供电可靠性的主要措施之一。2020年，国网新疆电力有限公司累计开展带电作业27813次，减少停电时户数265.96万户/时，供电可靠率同比提升0.124%，客户平均停电时间同比压降9.59小时/户。据国网新疆电力有限公司营销部电费电价管理经济师李艳介绍，近年来公司不断创新服务模式、提升服务质量，通过各种形式多种措施，提升客户用电体验。“十三五”期间，国网新疆电力有限公司大力实施“户表改造”工程，给电力客户免费安装智能电表，让所有客户都可以足不出户，通过“网上国网”等App实现“线上”购电。截至目前，国网新疆电力有限公司已全面开通电费远程充值业务，“线上购电”活跃客户达577万户，占总用户比例近6成。数据显示，2020年新疆电力用户通过“网上国网”等线上渠道购电1220.64万笔，办电75.87万件，线上办电率达83.53%，“线上办电”模式已经成为主流。(完),科技,新疆电网供电客户超1000万户 九成以上“线上办电”
中新社吉林3月25日电 (记者 石洪宇)记者25日从吉林石化公司了解到，今年以来该公司盈利能力相较去年同期实现大幅跃升，各项业务在疫情常态化防控下迎来强劲复苏。其中，拥有自主知识产权的乙丙橡胶J-4090已具备了国际先进水平。吉林石化是“新中国化工长子”，是“一五”期间兴建的中国第一个大型化学工业基地，坐落于中国“化工城”吉林市。半个世纪以来，吉林石化为中国各地输送化工人才6万多人，取得科研成果800多项。据吉林石化发布的最新数据，今年前两个月，ABS、丙烯腈等创效装置实现高负荷运行，同比增销5.2万吨，增利超1亿元人民币。ABS树脂可广泛应用于“白色家电”，如空调、净水器等。同时，在机械、仪器仪表、纺织等领域也颇为重要。丙烯腈则广泛应用于户外运动服以及化纤类衣物、电缆外皮、轮胎、泡棉等。吉林石化公司介绍，今年2月份原油价格快速上涨，带动原燃料成本持续震荡上行，但得益于化工市场行情的大幅上扬，国内部分化工企业生产运行总体平稳并加强创新，盈利空间进一步放大。据悉，受制于疫情影响，吉林石化在2020年开年一度进入亏损状态。随着中国快速有效控制疫情，以及该公司实施精细管理、改革创新，逐步彻底走出“阴霾”。最新数据显示，今年年初以来，吉林石化公司增产乙烯原料2.7万吨、高附加值丙烯和纯苯产品2100吨，同比增效超千万元。另据记者了解，吉林石化公司科研人员通过乙丙橡胶J-4090国产化替代技术，实现了其在一汽-大众中高端汽车动态、静态密封条零部件上配套，取得吉化乙丙橡胶在汽车领域市场上的突破，成为具有国际竞争力的三元胶产品。(完),科技,吉林石化今年盈利能力大幅跃升
北京3月25日电 (记者 杜燕)今天，中法能效管理应用人才培养和研究中心暨施耐德电气城市能效管理应用工程师学院揭牌仪式在北京工业职业技术学院举行，这标志着在能效管理领域中法两国共同合作成立的首个创新研究中心正式落地。北京工业职业技术学院党委书记高喜军介绍，该校与法国国际教育研究中心、施耐德电气(中国)有限公司秉承共同愿景、合作建设中法能效管理应用人才培养和研究中心。该中心将发挥双方比较优势，共建基地、共育人才。施耐德电气城市能效管理应用工程师学院在中心建设的基础上，延伸拓展、互为补充。中心和工程师学院将相互支撑，产学研用一体化发展，未来面向产业链中的数千家企业，开发优质培训课程，提升员工技术技能水平；进一步发挥在“一带一路”、国际合作等方面的桥梁作用，成为中法职业教育领域合作的典型代表。据介绍，该中心面向能效管理应用行业智能化、数字化转型需求，针对涉及的各个领域，引入领先行业现场应用的能效管理技术和施耐德电气全球专业认证体系，“MR+”搭建虚实结合的应用场景，探索模块化教学模式改革，培养适应未来需求的智能配电与物联网结合型应用人才、信息技术与运营技术综合型应用人才、能效管理领域应用型人才。记者在现场看到，工作人员佩戴MR头显设备后，通过显示屏分享其看到的虚实结合场景：一台设备“藏起来的”内部结构尽显眼前，且通过“拆卸”“组装”等命令可自动拼装。正如施耐德电气全球执行副总裁、中国区总裁尹正所言，中心配备了施耐德电气全球最先进的能效管理技术和设备，全面覆盖教学与科研需求。同时，公司还将为中心提供大量的行业领先应用场景模拟数据，把中心建成虚实一体的实训基地。尹正表示，中法能效管理应用人才培养和研究中心暨施耐德电气城市能效管理应用工程师学院的建成，将成为能效管理应用人才培养领域的新高地。法国驻华大使馆大使罗梁在讲话中指出，研究中心的成立承载了两国培养高技能人才的共同愿景，树立了中法职教合作的标杆。法国国际教育研究中心将继续分享中法能效管理应用人才培养和研究中心的职业教育经验，助力中国职业教育体系的创新与发展，促进交流与共同成长。教育部国际合作与交流司副司长方军指出，职业教育是中法教育合作的重要内容。近年来，中国加大职业教育的改革与发展力度，加快应用型高校的转型和建设，以适应经济社会发展所需要的应用技术人员的培养水平。法国拥有优质职业教育资源，是中国重要的教育合作伙伴。长期以来，中国致力于推动形成全方位、多层次、宽领域的教育对外开放格局，该中心将为北京建设低碳绿色智能城市提供人才保障，同时也将在引进法国先进的职教理念和模式，带动中国职业院校开展对欧高水平合作方面发挥积极作用。他称，未来，中法双方将进一步在职业教育领域相互借鉴，继续挖掘两国职教合作潜力，全面提升职教合作水平。北京市教委一级巡视员黄侃表示，北京重视中法能效管理应用人才培养和研究中心的建设，希望学校和企业的这次强强联合，能够不断完善管理体制和运行机制，在探索实践和协同发展中做大做强，进一步推动校企合作，进一步推动资源共建共享，进而提升首都电气行业的发展水平。他表示，要将该中心打造成教学水平领先、办学模式领先、技术技能领先、具有国际竞争力的职业教育高地。希望该中心能够依托施耐德电气在智慧城市和智慧能源方面积累的丰富经验和技术成果，成为华北地区乃至全国的应用型人才培养高地和师资培训基地，成为智慧城市能效管理应用工程师的摇篮。(完),科技,中法能效管理应用人才培养和研究中心在北京揭牌
新疆拜城3月24日电 (马海骄)新疆阿克苏地区拜城县24日发生5.4级地震，造成拜城县老虎台乡部分房屋倒塌。经排查核实，电网未受影响，电力供应正常。地震发生后，国网新疆电力有限公司迅速启动应急预案。各级调度认真监控，密切跟踪电网负荷变化。国网阿克苏供电公司组织人员对当地枢纽变电站、重要输配电线路设备和重要用户用电设备开展特巡。国网拜城县供电公司迅速组织党员服务队和应急救援队伍共计35人奔赴拜城县老虎台乡开展线路巡视和应急救援，为老虎台乡居民安置点架设线路50余米，为救灾帐篷接线安装电灯，16时42分第一批100顶救灾帐篷的灯亮了起来。本次共需安装300顶救灾帐篷，预计当天22时前全部完成送电。下一步，国网新疆电力有限公司将密切跟踪电网负荷变化情况，实时掌握电网运行情况，加强巡视监测和防范措施落实，组织应急抢险队伍做好抢险准备，随时防范因地震引发的突发情况，确保发现故障及时处理，保障电网安全稳定运行。,科技,新疆拜城县发生5.4级地震 电网运行正常
中新社北京3月23日电 (记者 闫晓虹)全球能源互联网发展合作平台发布活动23日在此间举行，由全球能源互联网发展合作组织(以下简称：合作组织)开发完成的“能联全球”平台正式亮相。这是合作组织推动全球能源互联网倡议落地实施、共促世界绿色低碳发展的又一创新举措。本次活动采用“现场会议+网络会议”形式召开，来自联合国、政府部门、使馆、组织、企业、机构、高校的500多位嘉宾在现场或通过网络参加会议。全球能源互联网发展合作组织主席、中国电力企业联合会理事长刘振亚表示，全球能源互联网是促进人类可持续发展的全球性解决方案，不仅能够解决能源、气候、环境、资源等问题，而且对基础设施建设、产业升级、科技创新、经济增长具有巨大的推动作用，将为相关国家和行业企业带来重大发展机遇。刘振亚指出，作为世界上首个致力于推动全球能源电力发展合作的数字化平台，“能联全球”平台以推动绿色能源全球互联为目标，着力打造覆盖全球、跨界融合、协同创新、共建共享的全球能源互联网“合作圈”，为各国政府、国际组织、企业机构提供项目、技术、资金等方面的综合服务，打造共促绿色低碳发展的全球网络、加快全球能源互联网建设的创新载体以及价值共创、互利共赢的合作平台，让全球能源互联网建设更经济、更便捷、更高效。几内亚能源部部长娅塔拉表示，“能联全球”平台致力于推动清洁能源全球大规模开发、输送和使用，借此平台，几内亚、刚果(金)、埃塞俄比亚、埃及等国的能源可供给整个非洲大陆、甚至全世界。上海合作组织秘书长诺罗夫表示，“能联全球”平台的机制有利于切实改善参与国能源供应体系，促进现代能源基础设施建设以及推广跨境项目，为上合组织成员国与合作组织开展有效合作创造了新的机遇。据悉，“能联全球”平台将赋能全球能源电力基础设施建设与绿色低碳转型，聚焦电力互联互通、清洁开发、低碳高效等领域，推动全球能源互联网在世界范围加速落地。(完),科技,“能联全球”平台正式亮相 全球能源互联网倡议落地再添新举措
包头3月23日电 (记者 李爱平)3月23日，内蒙古包钢钢联股份有限公司、金石资源集团股份有限公司、龙大食品集团有限公司和浙江永和制冷股份有限公司在此间举行萤石资源合资合作项目签约仪式，这意味着内蒙古白云鄂博萤石资源在沉睡了60多年后，正式开启大规模产业化利用。记者从包头市政府获悉，该项目投资概算19.33亿元，项目全部建成后将形成萤石产量80万吨，居世界第一，将形成世界最大的萤石氟化工生产基地。记者从当天举行的签约仪式上获悉，该项目将使内蒙古白云鄂博矿高达1.3亿吨萤石资源在沉睡了60多年后，进入大规模产业化利用阶段，使举世闻名的白云鄂博矿在铁、稀土产业化利用后又一次绽放新的光彩。官方消息指，上述合作4方将致力于打造“选化一体”模式以攻克萤石综合利用技术难题，充分回收萤石资源，将资源优势转化为巨大的经济优势，保障国内萤石战略性资源产业的持续稳定发展。“内蒙古白云鄂博矿拥有的萤石资源储量1.3亿吨，居世界第一，萤石作为现代工业的重要矿物原料，广泛应用于新能源、新材料等战略性新兴产业及国防、军事、核工业、化工、光学等领域，具有不可替代的战略地位，未来具有广阔的发展空间。”包钢钢联股份有限公司董事长刘振刚如是表示。记者了解到，当天参与签约的金石资源集团股份有限公司一直专注于国家战略资源萤石矿的投资与开发，是中国萤石行业以及非金属矿采选行业唯一的一家上市公司。当天参与签约的龙大食品集团有限公司下属的烟台中瑞、浙江永和制冷股份有限公司则是氟化工行业近几年飞速发展的新生力量代表。(完),科技,内蒙古欲打造世界最大萤石氟化工生产基地
石家庄3月23日电 (李茜 赵丹媚 武子杰)河北交通投资集团公司23日发布消息称，京德高速(北京－德州高速公路)最后3处电力近日迁改完成，为5月底京德高速建成通车赢得宝贵时间。施工现场 冯惠丽 摄京德高速是雄安新区“四纵三横”区域高速公路网中四纵线之一，是雄安新区通往北京大兴国际机场的主要高速公路。京德高速建设中，电力迁改是完成通车要求最为关键的工作之一，涉及全线10—220KV电力迁改线路共计142处，500KV及以上电力17处，通讯电缆158处。迁改时间短、点位多、线路复杂，且多为河北重要传输脉络。其中，京德高速跨津霸客专的220KV霸张一、二线，霸新一、二线的拆迁直接制约着工期的成败。经多方协调，京德高速最后3处电力迁改于3月11日凌晨开始施工，3月17日完成全部迁改。施工现场 冯惠丽 摄据悉，京德高速公路全长87.256公里，采用高速公路标准建设，设计速度120km/h，双向六车道，预计5月底实现通车目标。其建成后将加速雄安新区对外骨干路网建设，实现雄安新区60分钟到达北京、天津，90分钟到达石家庄的目标。(完),科技,京德高速电力迁改完成  雄安新区对外骨干网路建设添助力
北京3月22日电（刘文文）由中国水科院与联合国教科文组织共同主办的《水知识读本》英文版发布活动在22日“世界水日”当天以线上线下结合的方式成功举办。中国水利部副部长田学斌在揭幕致辞中表示，水是重要的基础性资源，水比黄金更珍贵，希望《水知识读本》中可爱的小水滴一家能陪伴全球青少年知水、爱水、节水、护水。中国水利部副部长田学斌介绍，中国水利部将在第三十四届“中国水周”期间开展一系列节水、爱水、护水的科普和宣传活动。他表示，中国愿同国际社会一道，提高全民尤其是青年一代珍惜水、爱护水的意识和能力，为全球实现可持续发展涉水目标、打造人水和谐的美好明天而努力。田学斌说，“期待书中可爱的小水滴一家能走入非洲乃至全球青少年心中，陪伴他们知水、爱水、节水、护水！”联合国教科文组织总部自然科学助理总干事莎米拉·奈尔-贝杜埃勒指出，青少年是实现可持续发展目标的关键人群，水知识普及应在学校教育阶段尽早开展。她认为，这本书不仅满足了非洲中小学课堂开展水科普教育的需求，更有助于促进学校教师、当地社区等共同参与，促进非洲水科普教育水平的提高。中国水科院院长匡尚富表示，面向青少年开展水科普教育，是推动全社会智慧用水、实现水可持续发展的关键。让青少年懂得欣赏各地水文明之美、尊重各国水文化之丰富有助于消除隔阂和误解、增强理解和互信。据悉，《水知识读本》系列丛书由中国水科院王浩院士领衔，多位青年水利专家与优秀中小学教师共同编写，历经六年精心雕琢而成。2020年初，经与联合国教科文组织东非代表处商议，中国水科院组织编译了英文版，并于2021年“世界水日”当天正式发布。未来将首先在非洲，尤其是东部非洲各国的中小学投入使用。（完）,科技,水利部副部长田学斌：水比黄金更珍贵
太原3月22日电 (任丽娜)22日，记者从山西省自然资源厅召开的新闻通气会上获悉，该厅组织实施了一批地热资源调查评价项目，其中“阳高县—天镇县一带干热岩地热资源预可行性勘查”项目取得重大突破。该项目探获高温高压地热流体，是迄今为止华北地区2000米以浅深度范围内温度最高的地热孔。中国工程院院士多吉、中国能源研究会地热专业委员会主任田廷山等专家学者认为上述项目成果改变了地学界对中国中东部地区地热资源形成机理的认识，在理论创新方面具有划时代意义。山西省自然资源厅地质勘查管理处处长张鹏隆介绍，“阳高县—天镇县一带干热岩地热资源预可行性勘查”是山西省自然资源厅联合山西省财政厅于2017年组织实施的省级地质勘查项目，勘查单位是山西省地质勘查局第一水文地质工程地质队，中国科学院朱日祥院士、王焰新院士予以技术指导。上述项目位于山西省大同市阳高县和天镇县一带，面积1309.64km2。勘查单位通过控制测量、专项地质测量、大地电磁测深、钻探、综合测井、岩矿测试等工作方法，在区内实施GR1勘探钻孔，勘探孔钻进至1585.3m处，探获干热岩地热资源，孔内测温最高167.94℃；钻进至1624.01m处，探获高温高压地热流体，测得井口温度高达160.2℃，井口压力1.12兆帕，最大流量231.15立方米/小时，预计单井年可利用热能量为11.45×108兆焦耳，折合标准煤3.9万吨/年。经测定，地热流体中富含多种矿物质及微量元素，其中偏硼酸和锂达到医疗价值浓度。山西省自然资源厅组织山西省内外地热资源领域专家对项目进行了论证，认为该项目的重大突破，为地热资源的可持续开发和利用提供了科学依据和技术经验，将大大推动全省地热资源开发综合利用，对实现山西乃至全国节能减排、可再生清洁能源利用、能源结构优化等意义重大。张鹏隆表示，为进一步摸清大同盆地深部高温地热资源情况，今年山西省自然资源厅会同山西省财政厅投入2.4亿元对“大同盆地重点地区深部高温地热资源”进行详查，目前该项目已完成政府采购。(完),科技,山西地热资源勘查新突破 探获华北地区浅层最高温地热孔
烟台3月22日电 (杨兵 王娇妮)记者22日从山东港口烟台港获悉，该港中非班轮航线近期迎来发运高峰，这条自非洲几内亚至中国烟台港的中非海上“黄金通道”日趋活跃。山东港口烟台港工作人员告诉记者，3月17日至21日，来自非洲几内亚的“韦立进步”轮与“韦立瑞驰”轮在烟台港完成铝矾土卸货后，又陆续装载出口非洲设备物资，完成了65台大型工程机械设备和50余台铁路敞车发运非洲的任务。据统计，2021年以来，烟台港累计接卸几内亚铝矾土进口船舶15艘次，作业量达293.1万吨，实现首季开门红。与此同时，作为几内亚航线回程业务的中非杂货出口累计13艘次，货运量达19.2万吨，同比增长55%。据悉，几内亚是世界铝矾土矿资源最丰富的国家之一。近年来，烟台港携手合作伙伴在几内亚建设运营码头，建成了一条自国外矿山开发至国内终端用户于一体的铝矾土矿全程物流链。该航线不仅把铝矾土运到中国，还利用运输船回程空仓为非洲运输工程机械、设备、材料、集装箱等，被称为中非海上“黄金通道”。伴随国家“一带一路”建设的深入推进，山东港口烟台港依托几内亚铝矾土全程物流体系，精准对接几内亚达圣铁路建设全线施工设备物资等项目需求，进一步拓展对非班轮业务，实现几内亚航线“重来重回”双向发力，为推动中非经贸交流不断积势蓄能。凭借该条运输航线，烟台港已成为中国最大的铝矾土矿接卸港，2020年烟台港铝矾土矿吞吐量1.2亿吨。(完),科技,几内亚至中国海上班轮航线运量创新高
北京3月22日电 (陈婧)2021年正值“十四五”规划的开局之年，“碳中和”目标首次成为央行工作的重要导向，并在未来推动金融资源逐渐向绿色领域倾斜，引导绿色金融服务于21世纪中国低碳经济时代全面发展。“‘碳中和’预计将在未来30年内带来180多万亿人民币的绿色金融投资，在能源、交通、建筑、工业、林业等行业带来巨大的投资和商业机会，但也带来了应对气候变化所需面临的物理风险与转型风险。”中国金融学会绿色金融专业委员会主任马骏21日在中国人民大学重阳金融研究院主办的第二届“碳中和与绿色金融论坛”上表示。他认为，面对机遇和挑战，金融机构应该做好六个方面的工作：绿色金融标准要进一步完善以更加符合“碳中和”、做好环境信息披露、强化对低碳投融资的激励机制、开展产品创新、开启金融机构自身“碳中和”以及强化国际合作。要实现“碳达峰”及“碳中和”战略目标，能源是主战场，电力是主力军。绿色电源将成为我国主体电源。电力规划设计总院副院长徐小东认为，为实现目标，我们要重构电力系统，要构建以新能源为主体的新型电力系统，以适应高比例可再生能源的接入，电网形态将更加多元。加快能源低碳转型需要对现存的能源消费和利用方式进行重塑，这在消费、供给、输送、储存、市场机制等环节均面临着技术挑战，需要开展技术创新，以提供高效的解决方案。此次论坛上举行了首部“碳中和”蓝皮书项目的签约仪式。据悉，书中将深入分析“碳中和”目标的全球形势、对产业结构转型升级的影响，均衡跟踪、测量、分析城市绿色转型中碳减排目标的达成效果、进展和前景，剖析当下金融业的绿色升级走向。此外，在论坛上还启动了首个“碳中和”智慧监测管理平台。业内分析称，这标志着将首次从城市绿色可持续综合发展的角度(S60)，深入分析城市实现“碳达峰”“碳中和”的“碳达成率”，并指导其达成“碳中和”目标的实际工作。(完),科技,“碳中和”首部蓝皮书项目和首个城市监测平台启动
3月22日电 3月22日，中国石油化工股份有限公司和卡塔尔石油公司签署了200万吨/年液化天然气(LNG)长期购销协议。从2022年起，卡塔尔石油公司将向中国石化每年供应200万吨LNG，为期10年。中国石油化工股份有限公司董事长张玉卓表示，与卡塔尔石油公司签署LNG长期协议，是历史首次，意义重大。我们期待未来与卡塔尔石油公司实现更多合作。中国石化始终倡导发展绿色洁净能源，此次与卡塔尔石油公司签署LNG长期供应协议，不仅满足了中国市场需求，也体现了中国石化坚定走低碳、绿色、安全、负责任的可持续发展道路的承诺。我们坚信，实现碳达峰和碳中和是全行业和每个企业的责任，是行业转型发展的需要。卡塔尔能源事务国务大臣、卡塔尔石油公司总裁兼首席执行官卡阿比表示，与中国石化签署首个LNG长期协议，进一步巩固了两国之间良好的双边关系，同时也是卡塔尔石油公司与中国石化建立长期的、富有成效的合作关系的开始。卡塔尔与中国在能源方面的合作始于2009年，此次合作将进一步增强卡塔尔向中国市场的供货能力，满足中国市场不断增长的需求，也显示出卡塔尔石油公司在行业内的持续领先地位。据了解，中国是卡塔尔能源领域重要的战略合作伙伴，自2009年起卡塔尔已向中国供应了6200万吨LNG。随着政府出台一系列环境保护的措施，中国LNG市场未来将保持稳定增长，双方合作前景广阔。卡塔尔石油公司是卡塔尔国家石油公司，成立于1974年11月，负责卡塔尔油气产业的运营，主营业务包括油气勘探开发等。,科技,中国石化与卡塔尔石油公司签署LNG长期购销协议
